temperatura,epsilon,M,m,CH,chi
1.6,-0.74646,-11.59,0.004636,3224.521264097744,14862.288157894736
1.65,-0.7156319999999999,7.73,0.003092,2682.93639516606,10261.220991873623
1.7,-0.684984,-11.6,0.00464,2495.1334738229657,10220.586761020195
1.75,-0.6590199999999999,6.45,0.0025800000000000003,2692.667178149456,8324.650196920873
1.8,-0.636452,3.845,0.001538,2043.777066122095,6416.611514898358
1.85,-0.6117199999999999,4.165,0.001666,2079.117442986576,6620.47701686649
1.9,-0.5973,-4.185,0.001674,1884.444490728206,6790.880240073868
1.95,-0.575828,14.805,0.005922,1722.2108789396232,5834.186479018058
2.0,-0.560164,0.22,8.8e-5,1774.6044862155384,4929.970726817043
2.05,-0.536804,6.385,0.002554,1563.0366576763147,5166.937722354669
2.1,-0.5249520000000001,4.405,0.0017620000000000001,1351.7184344080151,4340.014786967419
2.15,-0.510828,-3.93,0.001572,1486.4321647818851,3960.4476773328656
2.2,-0.49565600000000004,1.625,0.00065,1372.0376146979017,4741.904477101846
2.25,-0.48296400000000006,3.09,0.001236,1183.9122547108514,4473.25954887218
2.3,-0.470616,10.94,0.004376,1131.1659868006504,3609.003552359158
2.35,-0.459588,1.735,0.0006940000000000001,1174.7356803053356,3290.34491548019
2.4,-0.4513,1.865,0.000746,1105.663029100529,3255.39338972431
2.45,-0.43568,3.465,0.0013859999999999999,1074.1856724276329,2915.3143164032526
2.5,-0.429,4.245,0.001698,971.797493734336,2871.494726817043
2.55,-0.416892,5.715,0.002286,955.873281820468,2900.6668730650154
2.6,-0.40827600000000003,2.76,0.001104,903.223131793982,2582.9583188741076
2.65,-0.40304,-5.995,0.002398,864.1325635198708,2059.2878327895214
2.7,-0.39062399999999997,0.15,5.9999999999999995e-5,722.7185109550283,2245.056158915807
2.75,-0.382108,-1.385,0.000554,818.9501323556824,2150.7775894281162
2.8,-0.3775,2.145,0.000858,718.9373305713264,2034.1099087003226
2.85,-0.36993200000000004,-5.035,0.002014,652.6616448785859,2065.1554412346654
2.9,-0.361888,0.445,0.000178,632.0154250072268,1862.294347938813
2.95,-0.358,0.51,0.000204,638.0973980484104,1988.435461535193
3.0,-0.348488,-0.345,0.000138,688.7565135059871,1877.8382539682536
3.05,-0.343592,5.375,0.00215,638.7502860887773,1821.6884424175194
3.1,-0.335856,8.53,0.0034119999999999997,568.5921776345127,1952.1187161452017
3.15,-0.330648,-3.22,0.001288,508.24118497301464,1572.8500934876872
3.2,-0.325716,-0.045,1.8e-5,495.07322015977434,1746.2556312656643
3.25,-0.319356,4.595,0.001838,565.743627708324,1437.2781106612686
3.3,-0.31722,0.805,0.000322,494.70024924570384,1593.93088023088
3.35,-0.307976,3.61,0.001444,579.1441312124152,1545.7054277484756
3.4,-0.303716,2.765,0.001106,520.5137324279559,1449.8731461005457
3.45,-0.298548,0.935,0.00037400000000000004,442.6965839298942,1422.0815153826595
3.5,-0.296232,-8.765,0.0035060000000000004,392.4573556339828,1361.1127175080562
3.55,-0.28899600000000003,-3.55,0.0014199999999999998,486.96865353226355,1456.8696388859476
3.6,-0.287548,-1.595,0.000638,399.58871716327866,1229.948753829017
3.65,-0.279308,-1.415,0.000566,378.49151683863437,1207.5085728018676
3.7,-0.27822800000000003,-1.45,0.00058,391.61857162995136,1454.3107769423557
3.75,-0.274088,-2.145,0.000858,388.80287652464506,1263.224454469507
3.8,-0.269448,-1.305,0.000522,421.74241698428887,1228.3411093523284
3.85,-0.26468800000000003,0.175,7.0e-5,423.67626605728344,1254.122156039449
3.9,-0.263208,0.235,9.4e-5,416.879120879121,964.6667373562108
3.95,-0.259788,1.94,0.000776,350.52021015525514,1061.188769391834
4.0,-0.256912,0.37,0.000148,312.96250626566416,1033.609799498747
4.05,-0.256252,5.075,0.00203,283.4535263627749,1112.8300689996595
4.1,-0.250576,1.735,0.0006940000000000001,306.56333874543583,1058.9497585426984
4.15,-0.246656,-1.535,0.000614,280.1295821932535,966.7913820696319
4.2,-0.24284,-0.86,0.000344,286.5161770639751,1079.7948203842939
4.25,-0.239748,-5.97,0.002388,309.43313161797226,1019.8765384048354
4.3,-0.238132,-7.925,0.00317,268.98566589540377,975.2251267704142
4.35,-0.23298000000000002,1.87,0.0007480000000000001,265.69674284800396,986.2272001843688
4.4,-0.235832,4.16,0.0016640000000000001,292.19244391971665,864.1454545454545
4.45,-0.227888,-4.7,0.0018800000000000002,255.702080602339,994.2721973473006
4.5,-0.223976,-3.78,0.0015119999999999999,280.35305052755325,813.6277582846003
4.55,-0.22462,-2.825,0.0011300000000000001,275.14929093050233,844.1123412927924
4.6,-0.223,-0.63,0.000252,238.53158415888495,838.4010242998803
4.65,-0.21882,1.585,0.000634,251.41997090077487,1036.4616433557007
4.7,-0.216304,-1.39,0.000556,232.68594301507494,914.1338239215058
4.75,-0.21218,-4.03,0.0016120000000000002,287.20921417116193,816.681514312096
4.8,-0.210788,-0.37,0.000148,234.15566259398497,857.1142648287388
4.85,-0.21038800000000002,-2.315,0.000926,217.56843378506852,849.0154820039791
4.9,-0.205884,0.215,8.6e-5,216.97792586422315,900.8610863894427
4.95,-0.2048,2.815,0.001126,217.2459001805094,731.7780866307183
5.0,-0.20264000000000001,4.74,0.0018960000000000001,207.75298245614036,794.7974736842108
