temperatura,epsilon,M,m,CH,chi
3.15,-0.32927500000000004,-0.87,0.002175,83.23917882385481,283.82801448064595
3.2,-0.320175,0.22,0.00055,88.57643131265661,238.2931077694236
3.25,-0.31984999999999997,1.38,0.00345,89.86977740208506,282.90282629651045
3.3,-0.314225,0.49,0.001225,94.90612665732287,271.1991797676008
3.35,-0.310075,-0.52,0.0013,83.27337390033338,236.39684285340215
3.4,-0.29212499999999997,-0.16,0.0004,77.40783619949529,232.10803479286457
3.45,-0.304725,-1.93,0.004824999999999999,82.63531334111376,226.26859903381634
3.5,-0.2963,-1.93,0.004824999999999999,70.94713109303872,237.47228070175439
3.55,-0.286325,1.125,0.0028125,59.785178081088475,202.3775989268947
3.6,-0.2866,-2.32,0.0058,75.92363625112162,213.88961292119188
3.65,-0.282975,0.385,0.0009625,67.65074818778983,222.94689463384495
3.7,-0.27897500000000003,-1.82,0.00455,73.58878569689378,198.5470703786494
3.75,-0.27754999999999996,0.04,0.0001,64.87896897800057,198.7203742690058
3.8,-0.27482500000000004,1.615,0.0040375,61.627413408868414,183.60685265796073
3.85,-0.261775,1.27,0.003175,60.36855674352013,188.01994596881815
3.9,-0.259775,-2.48,0.0062,57.24448530926264,168.5777520724889
3.95,-0.26685,-0.06,0.00015,56.56907209539632,184.21659211319445
4.0,-0.25245,0.87,0.002175,56.997468671679194,160.77771929824561
4.05,-0.25827500000000003,1.63,0.004075,54.96587987267361,183.25396206565804
4.1,-0.25392499999999996,-1.745,0.0043625,50.85736947961816,191.2011675530289
4.15,-0.241525,-0.12,0.0003,44.652662284248876,167.51411057764892
4.2,-0.24195,2.18,0.00545,46.73995646713154,175.23036161833153
4.25,-0.23645,-0.83,0.002075,49.63570726123267,150.3077930119416
4.3,-0.238475,-2.075,0.0051875,44.89253962380261,159.18968933962816
4.35,-0.23485,0.495,0.0012374999999999999,43.485455612872876,175.54805980468407
4.4,-0.23407499999999998,0.045,0.0001125,41.58035067006359,173.82728981544767
4.45,-0.226425,1.64,0.0040999999999999995,40.81179340220264,151.01808453718567
4.5,-0.217575,-0.41,0.0010249999999999999,42.97851294903925,133.29142857142858
4.55,-0.23585,-2.125,0.0053125,39.56682673959383,129.76934093475447
4.6,-0.22232500000000002,0.265,0.0006625,40.800256785631376,145.11055355780752
4.65,-0.2207,-0.44,0.0011,39.99554209839549,132.7504567871291
4.7,-0.22465,-0.255,0.0006375,38.5781293432767,125.48071775182638
4.75,-0.214525,-1.105,0.0027624999999999998,34.77297787404798,123.09277931671285
4.8,-0.21255,2.125,0.0053125,35.59591687552213,124.35137322472848
4.85,-0.21309999999999998,-0.185,0.0004625,38.9803246558313,129.55187453169003
4.9,-0.203175,0.115,0.0002875,32.936447741594726,122.05959285970027
4.95,-0.20635,0.77,0.001925,34.47403939907928,118.27692463481937
5.0,-0.1985,-1.025,0.0025624999999999997,37.38786967418546,120.72969924812028
